Season,Round,round_num,home_Gls,away_Gls,goals_diff,shots_diff,SoT_diff,tackles_diff,touches_diff,xG_diff,home_side_rank,home_side_rolling_points,home_side_rolling_points_home,away_side_rank,away_side_rolling_points,away_side_rolling_points_away,win_loss,League
2018-2019,Matchweek 36,36,2,5,-0.4,0.6,-0.4,15.4,-52.8,-0.6,19,1.4,1.6,5,1.2,1.8,0,La_liga
2018-2019,Matchweek 36,36,4,1,0.6,-2.4,0.4,-5.2,-45.4,0,16,1,1.2,19,1.4,0,1,La_liga
2018-2019,Matchweek 36,36,3,2,0,-1,0.4,2.2,143.8,0.3,3,1.6,2.4,10,2,1.8,1,La_liga
2018-2019,Matchweek 36,36,0,3,1.4,4.6,3,1.8,92.2,1.1,5,1.8,2.4,10,0.8,0.8,0,La_liga
2018-2019,Matchweek 36,36,1,0,0.2,1.6,1.6,-5,-6.8,0,16,1.2,1,9,1,0.8,1,La_liga
2018-2019,Matchweek 37,37,3,1,-0.2,-3.4,-1.8,3,-36.2,0,7,1,2.2,18,1.6,0.6,1,La_liga
2018-2019,Matchweek 37,37,1,0,-0.6,3.6,1,2,325,-0.1,1,2,3,5,1.6,1.2,1,La_liga
2018-2019,Matchweek 37,37,2,1,-0.2,1,2.2,-13,143.6,0,12,0.2,0.8,19,1.2,0.6,1,La_liga
2018-2019,Matchweek 37,37,1,2,-1.6,-0.2,-1.4,2.8,105.2,-0.6,17,0.6,0.8,15,1.4,0.2,0,La_liga
2018-2019,Matchweek 37,37,0,2,-0.4,-1.4,-1.6,1.2,-93.8,-0.8,14,1.2,1.2,12,1.4,0.8,0,La_liga
2018-2019,Matchweek 37,37,1,2,-0.4,2.6,-0.8,2.8,24.6,0.1,19,0.8,1.6,15,1.8,1,0,La_liga
2018-2019,Matchweek 37,37,3,1,-0.6,-5,-2.8,-6.4,-137,-0.4,10,1,1.6,3,1.6,1,1,La_liga
2018-2019,Matchweek 37,37,3,1,1.6,-1.2,1,-5.2,80.6,0.5,4,1.8,2,8,0.8,1.6,1,La_liga
2018-2019,Matchweek 37,37,1,0,0.8,1.4,1.8,-4,-13.6,-0.1,8,2,1.6,10,1.4,1,1,La_liga
2018-2019,Matchweek 38,38,2,1,0.2,2.4,0.6,-3.6,-48.8,0,7,0.6,0.6,17,0.6,0.6,1,La_liga
2018-2019,Matchweek 38,38,2,0,0.4,0.6,0.8,2.8,-41,0.5,8,1.8,1.2,13,1.4,0.4,1,La_liga
2018-2019,Matchweek 38,38,2,0,0.4,3.6,0.2,6.8,21.6,0.8,19,1,1,14,1,1.4,1,La_liga
2018-2019,Matchweek 38,38,0,2,0.6,-2.6,-0.4,7.4,17.6,0,3,1.4,3,8,0.8,0.2,0,La_liga
2018-2019,Matchweek 38,38,2,0,0.4,4,2.8,1,48.6,-0.1,5,0.8,1.8,8,1,0.8,1,La_liga
2018-2019,Matchweek 38,38,0,2,-1.2,2.6,0.6,0.2,-59.4,-0.3,16,2.2,1.6,4,1.8,1.8,0,La_liga
2019-2020,Matchweek 1,1,1,0,,,,,,,1,,1.2,13,,0.8,1,La_liga
2019-2020,Matchweek 1,1,1,0,,,,,,,1,,2.6,13,,1.2,1,La_liga
2019-2020,Matchweek 1,1,1,0,,,,,,,1,,2.2,13,,0.6,1,La_liga
2019-2020,Matchweek 1,1,1,2,,,,,,,13,,1.4,1,,1.6,0,La_liga
2019-2020,Matchweek 1,1,1,3,,,,,,,13,,2.6,1,,0.4,0,La_liga
2019-2020,Matchweek 1,1,0,2,,,,,,,13,,1.8,1,,1.4,0,La_liga
2019-2020,Matchweek 1,1,0,1,,,,,,,13,,1.2,1,,,0,La_liga
2019-2020,Matchweek 1,1,4,3,,,,,,,1,,2.2,13,,,1,La_liga
2019-2020,Matchweek 2,2,5,2,-1,-2,-2,0,258,-0.6,9,0,3,18,0,0.6,1,La_liga
2019-2020,Matchweek 2,2,1,0,0,-6,-3,-3,145,-0.7,9,0,2,14,1,1.8,1,La_liga
2019-2020,Matchweek 2,2,0,1,1,1,2,-1,-137,-0.2,18,0,,1,3,1.4,0,La_liga
2019-2020,Matchweek 2,2,0,1,-1,9,-2,4,-51,-1.1,18,0,0.6,1,3,1.4,0,La_liga
2019-2020,Matchweek 2,2,2,1,-4,5,-2,-3,26,-0.7,9,0,1.8,9,3,1.4,1,La_liga
2019-2020,Matchweek 2,2,0,1,0,4,0,0,-319,-0.4,14,1,1,3,1,0.4,0,La_liga
2019-2020,Matchweek 3,3,2,0,0,-4,0.5,-1,-254,-1.3,2,2,2.6,8,2,1,1,La_liga
2019-2020,Matchweek 3,3,3,2,0.5,-6.5,1.5,-3,57,1.4,1,3,2.2,16,1,1,1,La_liga
2019-2020,Matchweek 3,3,2,1,1.5,-3,0.5,-1.5,-4.5,-0.1,14,0,1.4,20,0,1.4,1,La_liga
2019-2020,Matchweek 3,3,0,3,-1.5,-6.5,-1.5,5.5,112,-1,18,0.5,1.6,14,0,0,0,La_liga
2019-2020,Matchweek 3,3,2,0,-0.5,3.5,0.5,4,76.5,0.6,4,1.5,2.2,8,2,1.8,1,La_liga
2019-2020,Matchweek 3,3,2,0,0,-2,0.5,5,105,0.4,8,0.5,2,18,0.5,,1,La_liga
2019-2020,Matchweek 4,4,0,1,-0.6,-6,-3.3,-0.6,-230.4,-0.4,11,1.6666666666666667,1.6,1,2.3333333333333335,1.4,0,La_liga
2019-2020,Matchweek 4,4,5,2,1.3,2.7,1.3,-2.7,306.3,-0.6,5,1.3333333333333333,3,13,1.3333333333333333,1.8,1,La_liga
2019-2020,Matchweek 4,4,0,2,-1,-6.7,-0.7,-5,107.7,0.1,13,1.3333333333333333,2,8,1,1.5,0,La_liga
2019-2020,Matchweek 4,4,1,2,1,0.7,0.3,0.3,-160,0.2,18,0.66666666666666663,1.4,13,0.33333333333333331,1.4,0,La_liga
2019-2020,Matchweek 4,4,0,2,-2,-0.7,-1.4,-2,-118.6,-1,20,0,0.4,5,1.3333333333333333,1.4,0,La_liga
2019-2020,Matchweek 4,4,3,2,0.7,3.4,3.7,-1.3,140.3,-0.1,3,1.6666666666666667,2,8,2,0.6,1,La_liga
2019-2020,Matchweek 4,4,2,0,-1,2.6,-1,-1.3,88.3,-0.7,5,1.3333333333333333,2,2,3,1.4,1,La_liga
2019-2020,Matchweek 5,5,2,0,0.5,2.2,2.7,-3.7,8.3,-0.3,1,2,2.6,12,1.25,0.6,1,La_liga
2019-2020,Matchweek 5,5,0,3,-0.5,-1.3,-1.3,3,-58.2,-0.6,17,1,1.4,3,1.75,1,0,La_liga
2019-2020,Matchweek 5,5,3,2,0.5,-2.2,-0.5,0.2,-8.8,-0.8,11,0.75,1.4,19,0.5,0,1,La_liga
2019-2020,Matchweek 5,5,2,0,-1,-1,-2.3,-0.5,-353.8,-0.4,7,1.5,0,8,1.75,1,1,La_liga
2019-2020,Matchweek 5,5,0,1,-1,-5,-2.3,0.5,-23.5,-0.7,3,2.5,2,1,2,1,0,La_liga
2019-2020,Matchweek 5,5,2,0,1.3,0.7,2.7,5.5,83.8,1,3,1.75,2.2,12,1.25,1.6,1,La_liga
2019-2020,Matchweek 6,6,2,1,0.2,-1,-0.2,-2.4,243,-0.6,5,1.4,3,5,2,1.4,1,La_liga
2019-2020,Matchweek 6,6,3,1,0,-4,-0.2,-1.2,6.4,-0.6,9,1,1.6,10,1.4,0.6,1,La_liga
2019-2020,Matchweek 6,6,3,2,-0.2,-2.4,-2,-1.2,-191.8,-0.4,13,0.6,1.4,5,2,2,1,La_liga
2019-2020,Matchweek 6,6,0,2,-0.4,1.2,-1.4,-4.4,-115.2,-0.4,19,0.4,0.7,2,2,1.4,0,La_liga
2019-2020,Matchweek 6,6,2,0,1.2,7.2,3.4,-2.4,207,0.6,1,2.2,2,10,1.4,2,1,La_liga
2019-2020,Matchweek 6,6,3,0,1,2.8,2.4,-4.4,168.4,0.5,2,2,2,17,1,0.6,1,La_liga
2019-2020,Matchweek 7,7,2,0,-0.2,-3.6,-1.4,7,-19,-0.3,12,0.4,1.6,19,0.2,0,1,La_liga
2019-2020,Matchweek 7,7,0,1,-0.4,0,0.4,-0.2,-27.4,-0.3,8,1.8,2.6,9,1,1.2,0,La_liga
2019-2020,Matchweek 7,7,2,0,0.6,4.2,-0.4,1,-96,0.2,9,1,1.4,17,1.2,0.8,1,La_liga
2019-2020,Matchweek 7,7,0,2,0,0.6,0,6,131.8,0.2,18,1,1.2,9,0.6,1.4,0,La_liga
2019-2020,Matchweek 7,7,0,2,-1,0.6,-2.2,-1.4,-386.4,0,16,1.4,1.8,3,2,0.4,0,La_liga
2019-2020,Matchweek 7,7,1,0,1,-1.2,-1.4,-0.4,10,0.3,3,2,1.5,19,0.4,0.8,1,La_liga
2019-2020,Matchweek 7,7,3,2,-0.8,1.6,0,1,64.6,-0.7,3,1.4,1.4,3,2.4,1.4,1,La_liga
2019-2020,Matchweek 7,7,5,1,0,3.6,1.2,5.6,51,0.4,3,1.4,2.2,12,1.6,0.8,1,La_liga
2019-2020,Matchweek 8,8,4,0,0.8,-4.8,0.4,2.2,93.8,-0.2,2,2,3,4,1.4,2,1,La_liga
2019-2020,Matchweek 8,8,1,0,-0.6,-5.8,-1.4,-2.2,4.8,-0.8,15,0.6,1,8,1.6,0.6,1,La_liga
2019-2020,Matchweek 8,8,1,2,-0.6,0,1.2,5.6,-28.6,-0.7,20,0.4,0.2,10,1,0.6,0,La_liga
2019-2020,Matchweek 8,8,2,0,-0.2,-4.6,-1.2,-2.8,-84.2,-0.4,18,0.2,0.5,18,0.8,1.8,1,La_liga
2019-2020,Matchweek 8,8,2,1,-1.6,0.4,-1.6,-0.4,-86,-0.3,10,0.8,1,4,2,0.8,1,La_liga
2019-2020,Matchweek 8,8,4,2,-0.2,5.2,1.6,1.8,223.2,0.6,1,2.2,2,4,2.6,1.8,1,La_liga
2019-2020,Matchweek 8,8,1,2,0.4,-3.2,1,-0.6,147.2,0.1,4,1.8,2.4,12,1.2,0.4,0,La_liga
2019-2020,Matchweek 8,8,2,1,1.2,3.2,1.8,-5,81.8,0.7,8,1.6,1.8,17,0.8,0.4,1,La_liga
2019-2020,Matchweek 9,9,2,0,0.2,-0.6,0.2,5.2,-82.4,0.2,11,0.6,2,16,1,0.6,1,La_liga
2019-2020,Matchweek 9,9,1,0,-0.2,1.8,-0.4,0,59.4,0.3,8,1,2.4,14,1.2,1.4,1,La_liga
2019-2020,Matchweek 9,9,0,3,-1.2,-1,-3.4,-2.6,-261.6,-0.2,14,1.6,2,1,2.4,1,0,La_liga
2019-2020,Matchweek 9,9,0,1,-1.6,-1.4,-2.2,1.6,-12.2,-0.7,19,0.8,0.6,3,1.8,0.8,0,La_liga
2019-2020,Matchweek 9,9,2,0,1.2,-0.8,-1.6,0.2,-101.6,0.3,9,1.6,1.2,20,0.4,0.8,1,La_liga
2019-2020,Matchweek 9,9,1,0,0.8,-4.2,0.2,-4.2,-84.8,-0.3,3,2,2,11,1.2,1.3,1,La_liga
2019-2020,Matchweek 9,9,1,0,-1.2,-7.8,-4.4,-2.8,-182.8,-1,18,0.8,1,2,2.6,1.6,1,La_liga
2019-2020,Matchweek 9,9,2,1,1,0.2,0.6,2.6,-20.8,0.3,3,1.8,2.4,16,1.2,0.8,1,La_liga
2019-2020,Matchweek 9,9,1,0,0,3.2,1.2,2.6,149,0,3,1.2,1.4,11,1,1.2,1,La_liga
2019-2020,Matchweek 10,10,2,0,-0.2,1.2,-0.4,7.4,-0.6,-0.1,2,1.4,1.8,8,1.4,0.6,1,La_liga
2019-2020,Matchweek 10,10,0,1,-1.8,-1.8,-1.6,-0.8,107.2,-0.5,16,1,1.4,2,1.8,1.4,0,La_liga
2019-2020,Matchweek 10,10,1,0,0.2,-4.2,-0.8,1,-149.8,-0.4,2,2,2.3,16,1,0.8,1,La_liga
2019-2020,Matchweek 10,10,1,0,-0.4,6,2.8,-1.4,16.6,0.7,20,0.4,0.2,18,1.2,0,1,La_liga
2019-2020,Matchweek 10,10,0,1,0.6,-2.4,0.6,-6.4,-122.8,0.2,13,1,1.8,18,0.2,1.6,0,La_liga
2019-2020,Matchweek 10,10,3,1,-1,1.6,0,4.2,-49.8,-0.3,9,1,1.5,10,1.8,1.4,1,La_liga
2019-2020,Matchweek 10,10,2,0,-0.8,2.8,0.8,1,196.6,0.3,2,1.2,2,10,2,1,1,La_liga
2019-2020,Matchweek 10,10,2,0,-0.6,-2,1,-1,18.6,0,10,1,1.2,15,1.6,0.8,1,La_liga
2019-2020,Matchweek 10,10,4,1,1,6,2.4,-0.2,89.4,0.7,2,1.8,2.6,13,1.2,0.2,1,La_liga
2019-2020,Matchweek 11,11,2,0,0,-2.6,0,-5.6,-20.8,-0.3,8,0.8,2.4,19,0.8,1.6,1,La_liga
2019-2020,Matchweek 11,11,5,1,1.2,2.6,1,3.4,183.2,0,1,2.6,2.6,13,1.6,0.8,1,La_liga
2019-2020,Matchweek 11,11,2,1,0.8,2.6,2,-3.8,-19.8,0.3,15,0.8,1.6,17,0.8,0.4,1,La_liga
2019-2020,Matchweek 11,11,2,1,-1.2,-6.2,-4,-1.4,-54.6,-1,13,1.4,1.4,5,1.8,1.2,1,La_liga
2019-2020,Matchweek 11,11,3,1,0.2,2.2,-0.2,4,-18.2,0.2,9,1.4,1.6,5,2,1.4,1,La_liga
2019-2020,Matchweek 11,11,5,0,0.6,3.2,0.2,0.8,158,0,2,1.6,2,20,0.8,0.2,1,La_liga
2019-2020,Matchweek 11,11,1,2,1,0.4,0.2,2,57.6,0.4,5,1.8,2.4,11,0.8,0.6,0,La_liga
2019-2020,Matchweek 12,12,0,1,-1,2,-0.8,1.2,164.6,0.3,17,0.6,1.4,7,1.8,1,0,La_liga
2019-2020,Matchweek 12,12,1,2,-1,5.6,0.4,7,62.4,0,19,0.6,0,11,1.6,0.8,0,La_liga
2019-2020,Matchweek 12,12,1,2,-0.2,-1.2,-0.6,0.8,-112.8,0.2,7,1.8,2.4,3,1.2,1.8,0,La_liga
2019-2020,Matchweek 12,12,1,2,-0.6,0.4,1.6,-0.8,-29.6,0,20,0.6,0.8,13,1.4,0.6,0,La_liga
2019-2020,Matchweek 12,12,3,1,-1.8,-2.2,-2,-1.8,-202.2,-0.6,11,1.4,1.6,1,2.6,1.4,1,La_liga
2019-2020,Matchweek 12,12,4,2,0.2,5.8,1.8,-3.6,101.6,-0.1,10,1.6,1.8,16,1.4,0.2,1,La_liga
2019-2020,Matchweek 12,12,3,0,0,0.2,1.4,-3,13,0.5,13,1.4,1.2,17,1.4,0,1,La_liga
2019-2020,Matchweek 13,13,3,0,0.2,2.8,0.6,-0.8,-48.6,0.1,15,0.8,1.6,13,1.4,0.6,1,La_liga
2019-2020,Matchweek 13,13,2,1,-0.8,0.8,0.2,-4,51.4,-0.4,6,1.4,2.4,12,1.8,1.2,1,La_liga
2019-2020,Matchweek 13,13,3,1,0.6,-2.6,-1,1.2,-49.8,0.6,3,1.4,1.8,19,0.6,1.4,1,La_liga
2019-2020,Matchweek 13,13,4,1,2.2,0.2,3.2,-1.6,121.2,0.8,1,2,2.6,18,0.6,0.4,1,La_liga
2019-2020,Matchweek 13,13,1,2,-0.2,-2.2,-0.8,-7.8,-79,-0.6,16,1,2.2,3,1.6,1.4,0,La_liga
2019-2020,Matchweek 13,13,0,4,-0.8,-6.6,-3.4,-2.4,-138.6,-1.4,13,1.4,1.8,1,1.6,1.2,0,La_liga
2019-2020,Matchweek 13,13,3,1,-0.4,-4,-4,0.6,-119.6,-0.9,17,1.4,1.6,7,1.4,1.2,1,La_liga
2019-2020,Matchweek 13,13,2,0,0.2,0.4,-0.4,-4,109.2,0,7,1.6,1.8,10,1.2,1.4,1,La_liga
2019-2020,Matchweek 14,14,2,1,-0.6,4,1.2,3.8,23,0,14,0.8,1.6,8,1.6,1.4,1,La_liga
2019-2020,Matchweek 14,14,0,2,-1,1.4,-0.2,-1.4,116,-0.6,14,1.2,1.8,13,1.4,0,0,La_liga
2019-2020,Matchweek 14,14,1,2,-2,-2.8,-1.8,4,-252.4,-0.8,20,0.8,0.8,1,2,1.4,0,La_liga
2019-2020,Matchweek 14,14,2,1,0,1.8,2.4,1.6,-10.6,-0.2,8,1.2,1.6,17,1.4,0,1,La_liga
2019-2020,Matchweek 14,14,1,2,0.8,0,0.4,3.8,12.4,0.7,12,1.6,2.2,4,2,0.6,0,La_liga
2019-2020,Matchweek 14,14,3,1,0.4,4,0.6,3.2,112.8,1.4,1,1.6,2.6,6,2,1.8,1,La_liga
2019-2020,Matchweek 14,14,0,1,-0.2,-4.2,-2,-2.6,-118.6,-0.2,14,1.2,1.8,3,2.2,1.4,0,La_liga
2019-2020,Matchweek 14,14,1,3,1,3.8,2.6,-2.8,71.4,1,8,1.4,2.2,17,0,0.2,0,La_liga
2019-2020,Matchweek 15,15,1,2,-0.6,-6.4,-3,1.4,-257.4,-1.1,14,1.4,2,1,2.2,1.6,0,La_liga
2019-2020,Matchweek 15,15,2,0,0.4,1.4,2,-1.8,63.8,-0.1,4,2,2.4,10,0.8,0.8,1,La_liga
2019-2020,Matchweek 15,15,0,1,-0.8,2.2,-1.6,4.6,-216.6,0.5,6,1.8,1.8,1,2,1.8,0,La_liga
2019-2020,Matchweek 15,15,2,4,-1.2,-3.8,-3.2,-0.4,-39.4,-0.8,19,0.8,0.2,9,1.6,0.6,0,La_liga
2019-2020,Matchweek 15,15,4,0,-0.6,0.2,0,-0.6,-28.2,-0.3,7,1.6,2,10,1.8,1.2,1,La_liga
2019-2020,Matchweek 15,15,1,2,0.2,-6,-2.4,0.2,-59.2,0.2,18,0.8,2,13,1.4,0.4,0,La_liga
2019-2020,Matchweek 15,15,4,1,0.4,-4.8,0.4,-3.4,37.6,-0.1,5,1.4,1.4,16,1.2,1,1,La_liga
2019-2020,Matchweek 15,15,1,0,0.6,1.6,0.6,1.6,160.4,0.1,3,2.2,2,20,0.8,0.4,1,La_liga
2019-2020,Matchweek 15,15,2,1,0,-6,-1.8,-5.2,-181.6,-0.8,8,1.4,1.8,10,0.8,0.6,1,La_liga
2019-2020,Matchweek 16,16,5,2,1.2,0.8,3,0.6,293.2,0,1,2.4,2.6,18,0.8,0,1,La_liga
2019-2020,Matchweek 16,16,3,2,-0.2,4.2,0,3.2,41.2,0.4,11,2,2,4,2.6,1,1,La_liga
2019-2020,Matchweek 16,16,0,1,-0.8,4.4,0.4,-0.6,67.6,0.3,16,1.2,1.2,5,2.2,1.6,0,La_liga
2019-2020,Matchweek 16,16,3,0,-1.2,-0.4,-1,-1,13.6,-0.8,9,0.2,2,14,1.4,0.6,1,La_liga
2019-2020,Matchweek 16,16,3,2,-0.4,-2.6,-1,0,-109.8,-0.3,19,0.2,0.8,17,0.8,0.6,1,La_liga
2019-2020,Matchweek 16,16,2,3,0,-1,-0.6,3.2,-26,0.1,13,1.8,1.6,7,2,1.4,0,La_liga
2019-2020,Matchweek 16,16,2,0,1.8,5.8,4,-1,190.2,1.9,1,2.6,2.6,19,0.2,0.8,1,La_liga
2019-2020,Matchweek 17,17,2,0,-1,5.6,-0.2,2.4,68.8,0.6,5,1.2,1.6,10,1.6,1.2,1,La_liga
2019-2020,Matchweek 17,17,2,0,0.8,2.8,2.2,-1.4,-41.8,0.4,4,2.2,2,15,1,0.8,1,La_liga
2019-2020,Matchweek 17,17,1,2,-0.6,-1,-1.6,2.6,-55.6,-0.3,10,0.8,2,10,1.2,1.2,0,La_liga
2019-2020,Matchweek 17,17,1,2,0.6,-7.8,0,-1,-37.4,-0.4,3,2.2,2.6,9,0.4,0.6,0,La_liga
2019-2020,Matchweek 18,18,4,1,1.4,5,4.8,-0.2,274.4,0.3,1,2.6,2.6,15,1.4,0.6,1,La_liga
2019-2020,Matchweek 18,18,1,2,0.8,-2.2,0.2,0,13,-0.5,11,2,2,4,1.6,1,0,La_liga
2019-2020,Matchweek 18,18,3,0,-0.8,-0.6,1.2,-2,22.6,-0.5,14,0.2,0.6,11,0.8,0.2,1,La_liga
2019-2020,Matchweek 18,18,2,0,0,-1.6,1.2,1.8,-72.2,-0.3,18,1,1.2,20,0.4,0.6,1,La_liga
2019-2020,Matchweek 18,18,3,1,-0.2,0.2,-1,-0.8,-94.8,-0.1,10,1.2,1.4,17,1,0.6,1,La_liga
2019-2020,Matchweek 18,18,0,2,0.6,-3.8,-0.8,1.2,-201.8,0.3,18,0.8,2,3,2,1.6,0,La_liga
2019-2020,Matchweek 18,18,3,4,-0.4,-3.2,-0.4,2.8,-138.4,-0.6,11,1,2,5,1.2,1.4,0,La_liga
2019-2020,Matchweek 18,18,1,0,-0.6,8,-0.6,2.2,188.4,0.6,9,0.8,1.6,6,2.2,2,1,La_liga
2019-2020,Matchweek 19,19,2,1,-0.8,3.4,-0.2,5.6,13.4,0.2,3,1.6,2,10,1.8,1.2,1,La_liga
2019-2020,Matchweek 19,19,0,2,0,-8.6,-4.2,-0.6,-332.6,-0.9,8,2,2.6,1,2.2,1.6,0,La_liga
2019-2020,Matchweek 19,19,1,0,-0.2,1.4,-1.6,3.2,-27.4,-0.2,10,0.8,1.4,19,0.2,0.2,1,La_liga
2019-2020,Matchweek 19,19,1,2,1.2,-1.6,1.2,-2.8,4,0.1,6,1.6,1.6,8,1.4,1.2,0,La_liga
2019-2020,Matchweek 19,19,0,1,0,5.4,1.4,-3.6,194.6,0.7,4,2,2,5,1.6,1,0,La_liga
2019-2020,Matchweek 19,19,1,0,0.8,-3.4,0.2,0.4,43.4,0.9,6,1.6,2.2,14,0.8,1,1,La_liga
2019-2020,Matchweek 20,20,1,0,1.8,2,4.8,-4.6,347.2,0.3,1,2.2,2.6,11,1.2,0,1,La_liga
2019-2020,Matchweek 20,20,3,0,-0.4,-2.6,-0.4,1.6,-27,-0.1,10,1.6,1.8,7,1.6,2,1,La_liga
2019-2020,Matchweek 20,20,2,0,-0.4,-4.8,-1.6,-4.6,-38,-0.8,14,0.8,1.2,3,2,1.4,1,La_liga
2019-2020,Matchweek 20,20,0,3,0.2,0.4,0.8,8,13.2,0,19,1.6,1.8,6,1.8,1.4,0,La_liga
2019-2020,Matchweek 20,20,0,1,0.8,4.4,2.8,-3,58.2,0.8,11,1.2,1.8,14,0.4,0.6,0,La_liga
2019-2020,Matchweek 20,20,4,1,-0.6,1.8,-1,4.4,-63.2,-0.3,17,0.2,1.4,7,2.2,1.4,1,La_liga
2019-2020,Matchweek 20,20,2,1,0.4,0.4,2.4,0.6,11.2,0.4,1,2.2,2.2,4,1.4,2.2,1,La_liga
2019-2020,Matchweek 20,20,1,2,0,6,0.2,-2.8,108.6,0.8,9,2,1.6,19,0.4,0.6,0,La_liga
2019-2020,Matchweek 21,21,1,2,-0.4,-7.2,-0.2,3.6,-80.8,-1.1,15,1,1.2,9,2,1.2,0,La_liga
2019-2020,Matchweek 21,21,1,0,-0.8,-3,-1.6,-0.2,-172.4,-0.4,4,1.8,2,11,1.6,1.2,1,La_liga
2019-2020,Matchweek 21,21,2,0,-0.6,0.8,-1.4,0.8,-35,-0.2,10,0.6,1,12,1.2,1.2,1,La_liga
2019-2020,Matchweek 21,21,3,0,-0.2,1.8,-0.4,-2.2,148,0.3,7,1,1,18,0.8,0.2,1,La_liga
2019-2020,Matchweek 21,21,2,0,0,2.6,1.2,-5,276.6,-0.1,3,0.8,1.4,12,1.2,0,1,La_liga
2019-2020,Matchweek 21,21,2,0,-1.4,-6.4,-4.2,-1.4,-282.4,-0.4,7,1.6,2.2,2,2.2,1.6,1,La_liga
2019-2020,Matchweek 21,21,0,1,-0.8,-6.2,-2.6,-0.8,-183.8,-1.1,16,0.8,1.2,1,2.2,2.2,0,La_liga
2019-2020,Matchweek 22,22,0,2,-0.6,2.2,0.2,8,127.4,-0.1,8,1.4,2.2,3,1.8,2,0,La_liga
2019-2020,Matchweek 22,22,2,1,0.6,0.8,0.8,-3.2,344.8,0.1,2,1.6,3,13,1.2,0.6,1,La_liga
2019-2020,Matchweek 22,22,2,1,-1,-1.4,-1.4,4.2,-19.8,0,10,0.6,1.4,20,1.2,0.6,1,La_liga
2019-2020,Matchweek 22,22,2,1,-1,-3.6,-0.6,3.2,-189.6,-0.7,17,1.2,1.2,9,1.4,1.4,1,La_liga
2019-2020,Matchweek 22,22,0,1,0.6,1.4,0.2,3.8,-93.4,0.4,19,0.8,1.4,15,0.6,0.4,0,La_liga
2019-2020,Matchweek 22,22,1,0,0,0.4,-0.4,-0.2,198,0.2,1,2.2,2.2,6,2,1.2,1,La_liga
2019-2020,Matchweek 22,22,1,0,0.2,-7,-1.8,-3.2,-81.8,-0.1,5,1.6,2.6,18,0.8,0.8,1,La_liga
2019-2020,Matchweek 22,22,3,1,0.4,-2.4,0,-1.8,14.6,0.1,6,2.4,1,11,1,1.2,1,La_liga
2019-2020,Matchweek 23,23,2,1,-0.2,-2.4,-0.2,0.4,-31.2,-0.3,14,1,1,15,1.6,1,1,La_liga
2019-2020,Matchweek 23,23,1,0,0.2,3,2.4,-3.4,118,0,4,1.4,2,10,1.2,0,1,La_liga
2019-2020,Matchweek 23,23,2,3,-0.6,-3.2,-2.4,-0.6,-295,-0.4,12,1,1.8,2,2,1.6,0,La_liga
2019-2020,Matchweek 23,23,2,1,-0.6,2.6,1.4,1.8,-98.2,0,17,0.6,0.8,5,1.4,2,1,La_liga
2019-2020,Matchweek 23,23,1,0,0.4,-0.2,-0.6,-0.8,-31.6,0.4,18,1,0.8,20,0.6,0.2,1,La_liga
2019-2020,Matchweek 23,23,3,0,0,1.2,-0.6,-5,-177,0.3,3,1.8,2,6,2,1.4,1,La_liga
2019-2020,Matchweek 23,23,2,0,-0.2,0.6,0,-1.8,64.4,0.3,10,0.6,1.8,18,1.6,0.8,1,La_liga
2019-2020,Matchweek 23,23,1,4,0.2,1.6,-1.4,-3.2,-236,0.3,12,1,1,1,2.6,2.6,0,La_liga
2019-2020,Matchweek 23,23,2,1,1.2,-1.6,0.8,-0.4,55.4,0,6,1.2,1.6,9,1.2,1.6,1,La_liga
2019-2020,Matchweek 24,24,0,1,-0.2,-4.4,-0.8,1.2,26.6,0.1,9,1,1.6,11,1,1,0,La_liga
2019-2020,Matchweek 24,24,2,1,-0.2,4,2.2,3.6,477.4,0.3,2,2,3,3,2.4,2,1,La_liga
2019-2020,Matchweek 24,24,1,2,-0.6,-2.2,0,-4.4,-154.8,-0.3,15,1,1.4,4,1.2,0.8,0,La_liga
2019-2020,Matchweek 24,24,2,1,-0.2,-1.6,-1.4,2,-98.4,-0.1,10,1.2,2,15,1.2,1,1,La_liga
2019-2020,Matchweek 24,24,1,0,-0.4,3.6,0.4,1.4,95.4,-0.2,18,0.6,1.2,14,1.6,1.4,1,La_liga
2019-2020,Matchweek 24,24,2,1,1,1.6,-0.2,-2.4,88.4,0.7,4,2,1.4,12,0.6,0.6,1,La_liga
2019-2020,Matchweek 25,25,2,1,0.4,-2,1,-0.6,-131.2,-0.3,13,1.4,1,9,0.4,1,1,La_liga
2019-2020,Matchweek 25,25,3,1,-1.2,-3.4,-1.6,5.2,-48.4,-0.7,3,1,2,7,2,2,1,La_liga
2019-2020,Matchweek 25,25,5,0,0.6,7.8,3.6,-3.2,380.2,0.8,1,2.4,3,16,1,0.4,1,La_liga
2019-2020,Matchweek 25,25,1,0,0.6,0.2,0.8,3.8,91,0.3,17,1.2,1.4,19,1,0.6,1,La_liga
2019-2020,Matchweek 25,25,0,3,0.6,-2.2,0,-2.8,-298.2,0.6,5,2.4,2.4,5,1,1.4,0,La_liga
2019-2020,Matchweek 25,25,1,0,-1.2,-3,-0.8,-3.4,-265.4,-0.4,11,0.6,1.8,2,2.6,2.6,1,La_liga
2019-2020,Matchweek 25,25,0,3,0.2,6,1.8,-5.4,62.4,0.2,12,1.4,1,9,1.2,0,0,La_liga
