Season,Round,Home Side,Away Side,round_num,home_Gls,away_Gls,goals_diff,shots_diff,SoT_diff,tackles_diff,touches_diff,xG_diff,home_side_rank,home_side_rolling_points,home_side_rolling_points_home,away_side_rank,away_side_rolling_points,away_side_rolling_points_away,win_loss,League,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,PSCH,PSCD,PSCA,Season_odds,League_odds,Home,Away,Predicted,Certainty
2023-2024,Matchweek 11,Cagliari,Genoa,11.0,2,1,0.2,5.4,0.8,-3.2,39.0,1.0,16,0.8,0.8,13,1.8,1.2,1,Serie_A,I1,2023-11-05,Cagliari,Genoa,2,1,H,0,0,D,12,8,4,2,14,11,1,1,4,2,0,0,2.7,3.2,2.7,2.8,3.2,2.6,2.7,3.2,2.7,2.8,3.18,2.77,2.62,3.2,2.6,2.7,2.9,2.63,2.76,2.98,3.05,2023-2024,Seria_A,Cagliari,Genoa,1,0.7040496675458571
2023-2024,Matchweek 11,Fiorentina,Juventus,11.0,0,1,0.2,-1.4,0.4,7.0,44.4,-0.5,8,1.4,2.0,2,2.6,2.0,0,Serie_A,I1,2023-11-05,Fiorentina,Juventus,0,1,A,0,1,A,25,4,4,3,12,21,9,2,1,3,0,0,2.9,3.2,2.55,2.75,3.3,2.55,2.9,3.3,2.5,2.92,3.3,2.58,2.75,3.3,2.45,2.8,3.0,2.45,2.9,3.15,2.75,2023-2024,Seria_A,Fiorentina,Juventus,0,0.35879681550928594
2023-2024,Matchweek 11,Frosinone,Empoli,11.0,2,1,0.6,-3.2,-1.4,-2.8,32.2,-0.6,14,0.4,1.2,19,1.4,0.6,1,Serie_A,I1,2023-11-06,Frosinone,Empoli,2,1,H,0,0,D,17,10,5,2,7,9,9,2,3,2,0,0,2.0,3.6,3.6,2.1,3.5,3.3,2.1,3.55,3.4,2.13,3.58,3.52,2.05,3.5,3.3,2.05,3.13,3.4,2.18,3.59,3.44,2023-2024,Seria_A,Frosinone,Empoli,1,0.8513579975714842
2023-2024,Matchweek 11,Hellas Verona,Monza,11.0,1,3,-0.4,2.8,0.4,3.8,45.2,-0.5,16,0.4,1.4,10,1.6,0.8,0,Serie_A,I1,2023-11-05,Verona,Monza,1,3,A,0,1,A,16,12,5,6,6,12,2,6,1,2,0,0,3.2,3.25,2.3,3.0,3.3,2.35,3.1,3.3,2.35,3.22,3.29,2.39,3.0,3.25,2.3,3.1,3.0,2.25,3.21,3.15,2.51,2023-2024,Seria_A,Hellas Verona,Monza,0,0.4288344678033945
2023-2024,Matchweek 11,Milan,Udinese,11.0,0,1,0.8,3.0,2.2,2.0,169.4,0.2,3,2.0,2.4,18,0.4,0.8,0,Serie_A,I1,2023-11-04,Milan,Udinese,0,1,A,0,0,D,14,12,5,2,13,14,11,5,1,2,0,0,1.45,4.5,7.0,1.47,4.5,6.75,1.45,4.5,7.0,1.46,4.66,7.3,1.4,4.4,7.5,1.4,4.5,8.0,1.44,4.58,8.23,2023-2024,Seria_A,Milan,Udinese,1,0.9234105279630092
2023-2024,Matchweek 11,Roma,Lecce,11.0,2,1,1.2,2.6,0.6,-0.8,45.4,0.7,6,1.8,2.4,11,0.8,1.6,1,Serie_A,I1,2023-11-05,Roma,Lecce,2,1,H,0,0,D,15,15,5,4,18,11,5,2,3,5,0,0,1.57,3.8,6.5,1.57,3.9,6.0,1.55,3.95,6.25,1.57,3.99,6.63,1.53,3.9,6.0,1.5,3.6,6.5,1.56,4.01,7.2,2023-2024,Seria_A,Roma,Lecce,1,0.6566623528003352
2023-2024,Matchweek 11,Salernitana,Napoli,11.0,0,2,-2.6,-7.8,-4.2,2.2,-63.4,-1.6,20,0.2,0.6,4,2.0,2.2,0,Serie_A,I1,2023-11-04,Salernitana,Napoli,0,2,A,0,1,A,10,21,3,8,15,10,8,9,1,1,0,0,7.0,4.75,1.44,6.5,4.8,1.44,6.75,4.9,1.43,7.02,4.99,1.44,7.5,4.75,1.36,8.0,4.6,1.4,8.15,5.28,1.39,2023-2024,Seria_A,Salernitana,Napoli,0,0.15805944925124177
2023-2024,Matchweek 11,Torino,Sassuolo,11.0,2,1,-0.6,-4.0,-1.2,2.8,45.2,-0.5,8,0.8,1.6,14,1.0,1.4,1,Serie_A,I1,2023-11-06,Torino,Sassuolo,2,1,H,1,1,D,21,5,9,2,9,6,9,2,1,1,0,0,2.15,3.4,3.4,2.05,3.5,3.5,2.15,3.45,3.35,2.19,3.39,3.54,2.05,3.4,3.4,2.1,3.1,3.3,2.09,3.45,3.86,2023-2024,Seria_A,Torino,Sassuolo,1,0.8055158804965756
2023-2024,Matchweek 12,Fiorentina,Bologna,12.0,2,1,-0.8,5.0,-0.2,-0.8,35.4,-0.3,6,1.2,1.4,8,2.2,1.0,1,Serie_A,I1,2023-11-12,Fiorentina,Bologna,2,1,H,1,1,D,12,11,4,4,19,15,0,3,2,2,0,0,2.0,3.4,3.8,2.05,3.4,3.6,2.05,3.45,3.65,2.09,3.51,3.69,2.0,3.5,3.4,2.0,3.1,3.6,2.04,3.47,3.98,2023-2024,Seria_A,Fiorentina,Bologna,1,0.7523717853705789
2023-2024,Matchweek 12,Genoa,Hellas Verona,12.0,1,0,0.0,-6.6,-2.4,-2.8,-152.4,-0.2,11,1.2,1.4,17,0.4,0.4,1,Serie_A,I1,2023-11-10,Genoa,Verona,1,0,H,1,0,H,16,7,6,1,9,16,6,7,1,4,0,0,1.91,3.3,4.33,1.93,3.2,4.4,1.95,3.25,4.4,1.93,3.32,4.74,1.85,3.25,4.4,1.9,3.1,4.75,1.87,3.35,5.09,2023-2024,Seria_A,Genoa,Hellas Verona,1,0.7723286805197095
2023-2024,Matchweek 12,Inter,Frosinone,12.0,2,0,0.8,2.6,0.6,0.2,74.8,0.5,1,2.6,2.0,15,0.8,0.4,1,Serie_A,I1,2023-11-12,Inter,Frosinone,2,0,H,1,0,H,21,12,6,3,7,16,9,4,0,1,0,0,1.18,8.0,13.0,1.19,7.25,14.5,1.2,7.25,13.0,1.19,7.86,13.84,1.15,7.0,15.0,1.13,6.5,15.0,1.17,8.5,16.0,2023-2024,Seria_A,Inter,Frosinone,1,0.9440692115229571
2023-2024,Matchweek 12,Juventus,Cagliari,12.0,2,1,-0.8,0.2,0.2,-0.8,42.2,-0.1,2,2.6,2.6,17,1.4,0.4,1,Serie_A,I1,2023-11-11,Juventus,Cagliari,2,1,H,0,0,D,18,11,4,2,14,8,12,4,3,1,0,0,1.36,5.0,8.0,1.38,4.75,8.5,1.37,4.9,8.25,1.38,5.01,8.82,1.33,4.75,9.0,1.33,4.75,10.0,1.46,4.62,8.26,2023-2024,Seria_A,Juventus,Cagliari,1,0.9244351992314735
2023-2024,Matchweek 12,Lazio,Roma,12.0,0,0,-1.0,0.0,-0.6,-0.8,52.2,-0.2,13,1.4,1.6,7,2.4,0.6,0,Serie_A,I1,2023-11-12,Lazio,Roma,0,0,D,0,0,D,7,8,2,1,12,13,4,1,3,4,0,0,3.0,3.0,2.63,2.87,3.1,2.6,2.95,3.05,2.6,3.0,3.16,2.61,2.88,3.1,2.45,2.88,2.88,2.5,3.0,2.91,2.85,2023-2024,Seria_A,Lazio,Roma,0,0.328091924531222
2023-2024,Matchweek 12,Lecce,Milan,12.0,2,2,-0.2,-0.8,-0.2,1.0,-103.0,-0.4,11,0.8,1.4,3,1.4,2.0,0,Serie_A,I1,2023-11-11,Lecce,Milan,2,2,D,0,2,A,14,10,5,6,12,16,3,1,4,6,0,1,5.0,3.6,1.75,4.75,3.5,1.78,4.9,3.6,1.75,5.21,3.74,1.74,4.8,3.7,1.67,5.0,3.6,1.73,5.14,3.56,1.8,2023-2024,Seria_A,Lecce,Milan,0,0.25006460956864945
2023-2024,Matchweek 12,Monza,Torino,12.0,1,1,1.0,-1.2,0.8,0.2,22.2,-0.1,10,2.0,1.8,8,1.4,1.2,0,Serie_A,I1,2023-11-11,Monza,Torino,1,1,D,0,0,D,12,12,5,5,11,11,3,1,2,2,0,0,2.5,3.1,3.0,2.45,3.1,3.0,2.5,3.15,3.0,2.51,3.17,3.13,2.38,3.2,2.9,2.4,3.0,3.2,2.79,3.13,2.86,2023-2024,Seria_A,Monza,Torino,0,0.3162084953423619
2023-2024,Matchweek 12,Napoli,Empoli,12.0,0,1,2.0,6.2,3.4,-5.0,142.6,1.0,5,2.0,1.4,16,0.8,0.6,0,Serie_A,I1,2023-11-12,Napoli,Empoli,0,1,A,0,0,D,18,8,7,3,11,13,8,3,1,1,0,0,1.22,7.0,11.0,1.23,6.5,12.0,1.25,6.75,11.0,1.22,7.07,11.78,1.2,6.5,12.0,1.17,6.0,13.0,1.29,6.3,10.0,2023-2024,Seria_A,Napoli,Empoli,1,0.8812054825997672
2023-2024,Matchweek 12,Sassuolo,Salernitana,12.0,2,2,0.2,2.4,0.4,-4.0,-8.8,0.3,14,0.4,1.4,20,0.2,0.0,0,Serie_A,I1,2023-11-10,Sassuolo,Salernitana,2,2,D,1,2,A,29,9,9,2,12,14,11,0,2,1,0,0,1.65,4.2,4.75,1.66,4.0,4.8,1.67,4.2,4.7,1.7,4.17,4.92,1.65,4.0,4.6,1.65,4.1,4.8,1.76,4.0,4.7,2023-2024,Seria_A,Sassuolo,Salernitana,1,0.7879285935882063
2023-2024,Matchweek 12,Udinese,Atalanta,12.0,1,1,-0.8,-3.6,-2.6,2.0,-199.8,0.2,17,1.0,0.2,4,1.6,1.6,0,Serie_A,I1,2023-11-12,Udinese,Atalanta,1,1,D,1,0,H,13,8,4,2,13,13,7,7,2,3,0,0,3.75,3.5,2.0,3.7,3.4,2.0,3.7,3.5,2.05,3.8,3.53,2.05,3.6,3.5,1.95,3.75,3.13,1.95,3.53,3.46,2.2,2023-2024,Seria_A,Udinese,Atalanta,0,0.17900297531138107
2023-2024,Matchweek 13,Atalanta,Napoli,13.0,1,2,0.2,-6.0,-2.0,-1.4,15.4,-0.6,5,1.6,2.0,4,1.4,2.2,0,Serie_A,I1,2023-11-25,Atalanta,Napoli,1,2,A,0,1,A,16,11,5,4,15,9,5,4,2,2,0,0,2.7,3.4,2.63,2.6,3.5,2.55,2.65,3.4,2.65,2.72,3.42,2.68,2.5,3.4,2.6,2.7,3.25,2.63,2.53,3.42,2.94,2023-2024,Seria_A,Atalanta,Napoli,1,0.5299998996810134
2023-2024,Matchweek 13,Bologna,Torino,13.0,2,0,0.6,-6.2,-1.2,5.8,25.2,-0.2,7,1.6,2.6,9,1.4,1.4,1,Serie_A,I1,2023-11-27,Bologna,Torino,2,0,H,0,0,D,13,9,2,3,16,15,3,2,3,4,0,0,2.3,3.25,3.2,2.25,3.2,3.3,2.3,3.2,3.25,2.39,3.16,3.34,2.25,3.1,3.25,2.25,2.88,3.25,2.38,3.07,3.56,2023-2024,Seria_A,Bologna,Torino,1,0.6580459053006164
2023-2024,Matchweek 13,Cagliari,Monza,13.0,1,1,0.4,2.8,-1.4,-2.6,-63.8,0.4,17,1.4,1.4,9,1.6,1.4,0,Serie_A,I1,2023-11-26,Cagliari,Monza,1,1,D,1,0,H,17,12,6,4,10,15,10,11,1,2,0,0,2.88,3.25,2.5,2.8,3.4,2.45,2.85,3.35,2.5,2.9,3.25,2.63,2.8,3.4,2.38,2.8,3.0,2.45,2.72,3.25,2.84,2023-2024,Seria_A,Cagliari,Monza,0,0.32948572683337024
2023-2024,Matchweek 13,Empoli,Sassuolo,13.0,2,4,-0.2,-3.2,-0.8,7.4,-107.0,-0.3,17,1.4,0.8,13,0.6,0.8,0,Serie_A,I1,2023-11-26,Empoli,Sassuolo,3,4,A,2,2,D,11,17,9,9,20,15,6,5,4,2,0,0,2.75,3.6,2.4,2.7,3.5,2.5,2.75,3.6,2.45,2.8,3.6,2.51,2.5,3.7,2.45,2.7,3.25,2.4,2.67,3.55,2.69,2023-2024,Seria_A,Empoli,Sassuolo,0,0.39145119207931983
2023-2024,Matchweek 13,Frosinone,Genoa,13.0,2,1,1.0,1.4,0.6,-2.4,79.8,0.3,15,0.8,1.8,11,1.2,0.6,1,Serie_A,I1,2023-11-26,Frosinone,Genoa,2,1,H,1,1,D,9,13,5,3,5,14,4,2,2,4,0,0,2.5,3.25,2.88,2.5,3.25,2.85,2.5,3.25,2.95,2.52,3.2,3.09,2.45,3.25,2.8,2.45,2.9,2.88,2.48,3.22,3.18,2023-2024,Seria_A,Frosinone,Genoa,1,0.5265192026637628
2023-2024,Matchweek 13,Hellas Verona,Lecce,13.0,4,2,-0.4,2.8,1.0,-0.8,166.0,-0.2,16,0.2,0.8,11,1.0,1.0,1,Serie_A,I1,2023-11-27,Verona,Lecce,2,2,D,1,1,D,19,14,11,5,15,17,4,2,1,2,0,0,2.75,3.0,2.88,2.55,3.1,2.9,2.7,3.0,2.9,2.76,3.0,2.97,2.5,3.0,2.9,2.6,2.75,2.88,2.88,3.02,2.87,2023-2024,Seria_A,Hellas Verona,Lecce,1,0.5052476736425184
2023-2024,Matchweek 13,Juventus,Inter,13.0,1,1,-0.6,1.6,0.4,-3.8,-96.0,0.1,2,3.0,3.0,1,2.6,3.0,0,Serie_A,I1,2023-11-26,Juventus,Inter,1,1,D,1,1,D,4,8,1,4,12,13,1,0,2,1,0,0,3.3,3.25,2.25,3.3,3.3,2.2,3.25,3.25,2.3,3.5,3.21,2.29,3.3,3.25,2.15,3.3,3.0,2.15,3.6,3.16,2.31,2023-2024,Seria_A,Juventus,Inter,1,0.5093522191227285
2023-2024,Matchweek 13,Milan,Fiorentina,13.0,1,0,0.0,-2.6,-0.4,-0.6,2.6,-0.1,3,1.0,1.8,8,1.2,1.4,1,Serie_A,I1,2023-11-25,Milan,Fiorentina,1,0,H,1,0,H,9,20,6,4,9,10,3,11,1,2,0,0,2.1,3.3,3.5,2.05,3.4,3.6,2.1,3.4,3.55,2.15,3.46,3.59,1.95,3.5,3.6,2.1,3.2,3.7,2.13,3.37,3.83,2023-2024,Seria_A,Milan,Fiorentina,1,0.7347046061393744
2023-2024,Matchweek 13,Roma,Udinese,13.0,3,1,0.8,1.2,0.8,-3.2,116.2,0.1,5,2.0,2.4,19,1.2,1.2,1,Serie_A,I1,2023-11-26,Roma,Udinese,3,1,H,1,0,H,12,6,5,2,8,15,7,1,1,3,0,0,1.62,3.8,5.75,1.62,3.8,5.5,1.63,3.85,5.75,1.63,3.89,5.99,1.6,3.8,5.5,1.57,3.4,5.75,1.66,3.83,6.0,2023-2024,Seria_A,Roma,Udinese,1,0.9008819435528048
2023-2024,Matchweek 13,Salernitana,Lazio,13.0,2,1,-0.2,-2.0,-0.6,4.6,-30.4,-0.4,20,0.4,0.4,13,1.6,1.2,1,Serie_A,I1,2023-11-25,Salernitana,Lazio,2,1,H,0,1,A,13,13,6,2,11,12,4,9,5,3,0,0,4.75,3.75,1.75,4.6,3.7,1.77,4.6,3.7,1.77,4.82,3.69,1.79,4.4,3.7,1.73,5.0,3.5,1.75,4.58,3.46,1.92,2023-2024,Seria_A,Salernitana,Lazio,0,0.2764662733761968
2023-2024,Matchweek 14,Fiorentina,Salernitana,14.0,3,0,-0.8,6.8,2.0,-3.4,75.6,0.1,6,0.6,1.8,20,1.0,0.2,1,Serie_A,I1,2023-12-03,Fiorentina,Salernitana,3,0,H,2,0,H,22,11,9,1,13,12,3,2,1,0,0,0,1.45,4.75,7.0,1.46,4.6,6.5,1.47,4.7,6.5,1.45,4.79,7.14,1.4,4.6,7.0,1.36,4.2,7.5,1.43,4.88,7.95,2023-2024,Seria_A,Fiorentina,Salernitana,1,0.9145654840051758
2023-2024,Matchweek 14,Genoa,Empoli,14.0,1,1,-0.4,2.8,0.4,-4.8,60.0,0.1,13,1.2,2.0,17,1.2,1.2,0,Serie_A,I1,2023-12-02,Genoa,Empoli,1,1,D,1,0,H,21,9,1,1,15,19,5,3,3,1,0,0,1.91,3.6,3.8,1.93,3.4,4.0,1.95,3.5,4.0,1.98,3.37,4.28,1.85,3.5,4.0,1.93,3.25,4.33,2.03,3.41,4.11,2023-2024,Seria_A,Genoa,Empoli,1,0.7259754967832162
2023-2024,Matchweek 14,Lazio,Cagliari,14.0,1,0,-1.2,-3.6,-1.8,1.8,119.4,-0.2,11,1.4,1.8,18,1.6,0.2,1,Serie_A,I1,2023-12-02,Lazio,Cagliari,1,0,H,1,0,H,10,9,5,2,11,12,4,3,0,2,0,1,1.62,4.0,5.25,1.6,4.0,5.5,1.63,4.0,5.5,1.65,4.02,5.56,1.53,4.0,5.8,1.6,3.75,6.0,1.74,3.84,5.16,2023-2024,Seria_A,Lazio,Cagliari,1,0.7785645647780689
2023-2024,Matchweek 14,Lecce,Bologna,14.0,2,1,0.0,3.8,1.0,-4.6,-105.0,-0.4,10,0.8,1.0,8,2.0,0.8,1,Serie_A,I1,2023-12-03,Lecce,Bologna,1,1,D,0,0,D,14,11,4,4,12,18,6,3,3,2,0,0,3.0,3.2,2.45,3.0,3.2,2.45,2.95,3.2,2.5,3.16,3.09,2.55,3.0,3.2,2.38,3.0,2.9,2.38,3.15,3.04,2.62,2023-2024,Seria_A,Lecce,Bologna,1,0.6441797666714589
2023-2024,Matchweek 14,Milan,Frosinone,14.0,3,1,-0.6,0.2,0.2,6.2,-42.8,0.2,3,1.0,1.8,16,1.2,0.2,1,Serie_A,I1,2023-12-02,Milan,Frosinone,3,1,H,1,0,H,10,15,3,3,11,6,6,7,1,1,0,0,1.44,4.5,7.5,1.43,4.6,7.0,1.45,4.7,6.75,1.45,4.85,6.94,1.36,4.6,8.0,1.4,4.5,8.0,1.45,4.88,7.17,2023-2024,Seria_A,Milan,Frosinone,1,0.9252135652460101
2023-2024,Matchweek 14,Monza,Juventus,14.0,1,2,0.0,-2.6,1.2,1.6,70.0,-0.9,11,1.2,1.4,2,2.6,2.0,0,Serie_A,I1,2023-12-01,Monza,Juventus,1,2,A,0,1,A,16,18,1,7,12,8,7,3,1,2,0,0,4.2,3.3,1.95,4.0,3.3,1.98,4.0,3.35,2.0,4.12,3.42,2.03,3.9,3.4,1.91,4.33,3.13,1.95,4.37,3.43,1.93,2023-2024,Seria_A,Monza,Juventus,0,0.2283947694562525
2023-2024,Matchweek 14,Napoli,Inter,14.0,0,3,0.0,4.2,3.2,0.0,2.6,-0.2,5,2.0,0.8,1,2.6,2.6,0,Serie_A,I1,2023-12-03,Napoli,Inter,0,3,A,0,1,A,15,11,4,4,2,13,6,4,2,2,0,0,2.8,3.5,2.4,2.85,3.4,2.4,2.85,3.45,2.45,2.95,3.51,2.44,2.75,3.4,2.38,2.88,3.13,2.3,3.06,3.56,2.38,2023-2024,Seria_A,Napoli,Inter,0,0.35976717660568525
2023-2024,Matchweek 14,Sassuolo,Roma,14.0,1,2,0.4,2.8,2.0,-1.8,-13.4,0.2,14,1.0,1.0,4,2.0,0.8,0,Serie_A,I1,2023-12-03,Sassuolo,Roma,1,2,A,1,0,H,8,15,2,7,10,11,1,11,4,1,1,0,3.8,3.75,1.91,3.75,3.7,1.9,3.7,3.7,1.95,3.91,3.75,1.95,3.75,3.7,1.85,3.9,3.3,1.85,3.63,3.5,2.14,2023-2024,Seria_A,Sassuolo,Roma,0,0.3390183003073899
2023-2024,Matchweek 14,Torino,Atalanta,14.0,5,0,-0.8,0.6,0.0,-0.4,-73.4,0.4,8,1.4,2.0,7,1.4,1.6,1,Serie_A,I1,2023-12-04,Torino,Atalanta,3,0,H,1,0,H,9,10,5,4,12,14,4,3,2,2,0,0,2.9,3.2,2.45,2.95,3.2,2.45,2.95,3.2,2.5,3.14,3.18,2.5,2.8,3.2,2.45,3.0,2.9,2.38,3.0,3.21,2.61,2023-2024,Seria_A,Torino,Atalanta,1,0.5734131358521737
2023-2024,Matchweek 14,Udinese,Hellas Verona,14.0,3,5,-0.2,-8.0,-5.0,-0.8,-254.0,0.1,19,1.0,0.4,14,0.6,0.4,0,Serie_A,I1,2023-12-03,Udinese,Verona,3,3,D,2,1,H,12,13,6,4,16,13,5,3,2,5,0,0,1.7,3.6,5.25,1.75,3.6,4.8,1.73,3.65,5.0,1.72,3.69,5.38,1.67,3.6,5.0,1.65,3.3,5.25,1.84,3.63,4.74,2023-2024,Seria_A,Udinese,Hellas Verona,0,0.306680125154431
2023-2024,Matchweek 15,Atalanta,Milan,15.0,3,2,-0.4,0.6,-0.8,-4.0,60.2,-0.5,5,0.8,1.4,3,1.6,1.6,1,Serie_A,I1,2023-12-09,Atalanta,Milan,3,2,H,1,1,D,19,14,7,4,11,11,6,4,1,5,0,1,2.5,3.2,3.0,2.45,3.3,2.85,2.5,3.25,2.95,2.61,3.29,2.89,2.38,3.25,2.88,2.55,3.1,2.9,2.53,3.33,3.01,2023-2024,Seria_A,Atalanta,Milan,0,0.4966447415295623
2023-2024,Matchweek 15,Cagliari,Sassuolo,15.0,2,1,-0.2,-0.4,-1.6,-1.4,-36.2,-0.1,17,1.4,1.4,15,1.0,1.4,1,Serie_A,I1,2023-12-11,Cagliari,Sassuolo,2,1,H,0,1,A,18,8,6,4,15,15,10,4,1,7,0,1,2.3,3.5,3.0,2.35,3.6,2.8,2.35,3.55,2.95,2.35,3.56,3.06,2.25,3.75,2.62,2.25,3.2,2.9,2.56,3.4,2.93,2023-2024,Seria_A,Cagliari,Sassuolo,1,0.5348895113423691
2023-2024,Matchweek 15,Empoli,Lecce,15.0,0,1,-0.4,-3.8,-1.8,4.6,-10.4,-0.3,18,0.8,0.8,9,0.8,0.8,0,Serie_A,I1,2023-12-11,Empoli,Lecce,1,1,D,0,0,D,18,14,6,5,14,18,8,3,2,2,0,0,2.55,3.2,3.0,2.45,3.3,2.9,2.5,3.25,2.95,2.57,3.26,2.97,2.4,3.3,2.8,2.45,3.0,2.8,2.48,3.17,3.24,2023-2024,Seria_A,Empoli,Lecce,0,0.232283687897755
2023-2024,Matchweek 15,Frosinone,Torino,15.0,0,0,-0.2,-2.2,-1.2,-1.0,25.4,-1.1,15,1.2,2.2,9,2.0,0.8,0,Serie_A,I1,2023-12-10,Frosinone,Torino,0,0,D,0,0,D,11,16,5,3,13,17,3,8,3,3,0,0,3.4,3.2,2.25,3.2,3.25,2.25,3.35,3.25,2.25,3.53,3.29,2.24,3.1,3.4,2.2,3.3,3.0,2.15,3.96,3.41,2.07,2023-2024,Seria_A,Frosinone,Torino,0,0.407289256059738
2023-2024,Matchweek 15,Hellas Verona,Lazio,15.0,1,1,1.4,7.2,4.2,3.6,73.0,0.1,14,1.2,0.8,12,1.4,0.6,0,Serie_A,I1,2023-12-09,Verona,Lazio,1,1,D,0,1,A,5,14,1,5,16,11,1,7,2,4,1,0,4.2,3.4,1.95,4.0,3.4,1.95,4.0,3.4,1.97,4.04,3.45,2.01,3.9,3.4,1.91,4.2,3.2,1.95,4.71,3.51,1.88,2023-2024,Seria_A,Hellas Verona,Lazio,1,0.5928147271064873
2023-2024,Matchweek 15,Inter,Udinese,15.0,4,0,0.4,3.2,0.6,0.2,209.2,0.7,1,2.6,2.0,19,1.0,1.0,1,Serie_A,I1,2023-12-09,Inter,Udinese,4,0,H,3,0,H,17,11,8,1,9,6,6,1,0,1,0,0,1.29,6.5,9.0,1.29,5.75,10.0,1.27,6.0,10.0,1.27,6.14,10.46,1.22,6.0,11.0,1.22,5.75,15.0,1.22,6.88,14.05,2023-2024,Seria_A,Inter,Udinese,1,0.9712855442087136
2023-2024,Matchweek 15,Juventus,Napoli,15.0,1,0,0.2,-1.6,-1.4,-4.2,-151.2,0.5,2,2.6,2.6,6,1.4,2.6,1,Serie_A,I1,2023-12-08,Juventus,Napoli,1,0,H,0,0,D,11,13,2,1,11,12,3,6,2,4,0,0,2.25,3.25,3.25,2.3,3.1,3.2,2.3,3.25,3.3,2.31,3.32,3.4,2.25,3.2,3.1,2.25,3.1,3.4,2.29,3.29,3.47,2023-2024,Seria_A,Juventus,Napoli,1,0.7927285438786914
2023-2024,Matchweek 15,Monza,Genoa,15.0,1,0,0.4,-0.8,1.0,-2.6,118.6,-0.4,11,1.2,1.2,13,1.4,0.6,1,Serie_A,I1,2023-12-10,Monza,Genoa,1,0,H,0,0,D,6,16,3,1,11,13,2,3,1,2,0,0,2.15,3.1,3.75,2.15,3.25,3.5,2.15,3.2,3.65,2.21,3.2,3.72,2.05,3.3,3.3,2.1,2.9,3.6,2.28,3.21,3.6,2023-2024,Seria_A,Monza,Genoa,1,0.6858461173149963
2023-2024,Matchweek 15,Roma,Fiorentina,15.0,1,1,0.4,-7.8,-1.6,-2.8,-10.6,-0.2,4,2.0,3.0,6,1.2,1.4,0,Serie_A,I1,2023-12-10,Roma,Fiorentina,1,1,D,1,0,H,4,14,1,8,14,14,1,6,5,3,2,1,2.1,3.3,3.5,2.05,3.3,3.7,2.15,3.3,3.55,2.16,3.33,3.71,2.0,3.25,3.5,2.05,3.0,3.6,1.95,3.48,4.33,2023-2024,Seria_A,Roma,Fiorentina,1,0.6225307624720384
2023-2024,Matchweek 15,Salernitana,Bologna,15.0,1,2,-0.4,0.8,-0.2,-1.0,-69.4,-0.3,20,0.8,1.0,6,1.4,0.6,0,Serie_A,I1,2023-12-10,Salernitana,Bologna,1,2,A,0,2,A,9,10,2,5,20,15,5,1,7,2,0,0,3.75,3.3,2.05,3.6,3.3,2.1,3.6,3.3,2.1,3.87,3.29,2.12,3.6,3.4,2.0,3.75,3.0,2.0,4.84,3.59,1.83,2023-2024,Seria_A,Salernitana,Bologna,0,0.15105401133515248
2023-2024,Matchweek 16,Atalanta,Salernitana,16.0,4,1,0.2,2.6,1.6,-4.0,61.6,0.5,4,0.8,1.4,20,0.8,0.2,1,Serie_A,I1,2023-12-18,Atalanta,Salernitana,4,1,H,0,1,A,20,10,11,3,9,11,10,7,1,2,0,0,1.3,5.5,10.0,1.31,5.5,9.25,1.33,5.5,9.0,1.3,5.82,9.99,1.25,5.5,10.0,1.25,5.0,10.0,1.26,6.31,11.77,2023-2024,Seria_A,Atalanta,Salernitana,1,0.9568174766529661
2023-2024,Matchweek 16,Bologna,Roma,16.0,1,0,-0.2,-0.4,-0.2,-1.8,42.8,0.2,5,1.8,2.6,8,2.2,1.4,1,Serie_A,I1,2023-12-17,Bologna,Roma,2,0,H,1,0,H,8,8,2,3,16,16,0,4,4,4,0,0,2.38,3.0,3.25,2.45,3.0,3.2,2.45,3.0,3.25,2.46,3.05,3.35,2.3,3.1,3.2,2.38,2.75,3.2,2.56,2.87,3.46,2023-2024,Seria_A,Bologna,Roma,1,0.7192811801004166
2023-2024,Matchweek 16,Fiorentina,Hellas Verona,16.0,1,0,-1.0,2.0,-1.2,-1.6,-7.2,0.2,5,1.4,1.8,14,1.4,1.0,1,Serie_A,I1,2023-12-17,Fiorentina,Verona,1,0,H,0,0,D,5,19,3,7,11,12,1,6,3,1,0,0,1.4,5.0,7.0,1.44,4.5,7.0,1.43,4.7,7.0,1.43,4.83,7.67,1.4,4.5,7.5,1.36,4.2,8.0,1.5,4.45,7.06,2023-2024,Seria_A,Fiorentina,Hellas Verona,1,0.8732741539324999
2023-2024,Matchweek 16,Genoa,Juventus,16.0,1,1,-0.6,4.0,-0.8,0.2,71.8,0.0,13,0.8,2.0,2,2.6,2.0,0,Serie_A,I1,2023-12-15,Genoa,Juventus,1,1,D,0,1,A,11,11,3,4,14,12,6,8,2,3,0,0,4.75,3.2,1.91,4.6,3.1,1.9,4.7,3.2,1.9,4.97,3.23,1.93,4.5,3.2,1.85,5.0,3.0,1.9,4.63,2.95,2.11,2023-2024,Seria_A,Genoa,Juventus,0,0.27129750615874404
