Round,round_num,home_Gls,Away_Gls,goals_difference,shots_difference,SoT_difference,tackles_difference,touches_difference,xG_difference,home_side_rank,away_side_rank,rolling_points_difference,rolling_points_home_difference,rolling_points_away_difference
Matchweek 6,6,0,3,1,4.6,0.8,-7.6,-112.8,0.2,4,7,1,0.39999999999999991,-0.5
Matchweek 6,6,0,1,0.8,6.6,0.4,1.2,167.8,1.3,16,16,0.6,-0.099999999999999978,2
Matchweek 6,6,0,1,-2.4,-4.6,-4.4,-3.2,-176.2,-1.4,18,1,-1.8,-1.2000000000000002,-0.80000000000000027
Matchweek 6,6,1,2,-0.4,5.4,2,-7,173.6,0.2,18,7,-1.2,0.39999999999999991,0
Matchweek 6,6,2,1,2.2,9.6,3.6,-2.2,240.4,1.2,1,18,1.8,1.4000000000000001,1.6
Matchweek 6,6,0,0,-0.8,1,-0.2,-1,-58.6,-0.3,13,11,-0.20000000000000018,-1.4,1.2000000000000002
Matchweek 6,6,2,0,-1.2,-1.6,-0.2,-2.6,-30.6,-0.5,7,1,-1.2000000000000002,0.39999999999999991,-0.39999999999999991
Matchweek 6,6,1,1,0,-3.8,-1,1,-181.2,0.1,15,6,-0.8,-1,-0.39999999999999991
Matchweek 6,6,1,1,-0.2,2.2,1,3.4,77.4,-0.2,7,13,0.40000000000000013,1,-0.19999999999999996
Matchweek 7,7,3,4,0.8,4.4,0.6,0,-120.2,0.3,8,5,0.39999999999999991,0.39999999999999991,-0.60000000000000009
Matchweek 7,7,0,2,-1.4,-0.6,-1,-1.6,-241.4,-0.6,19,8,-1,-2.1999999999999997,0.39999999999999991
Matchweek 7,7,2,0,-0.2,4.8,0.2,-3,122.8,0.7,18,16,-0.8,0.099999999999999978,-0.4
Matchweek 7,7,1,4,0,7.8,3,3,30,0.6,12,3,0.19999999999999996,-0.5,-0.30000000000000004
Matchweek 7,7,2,1,0.2,4.8,2.2,-3.2,266.2,0.5,1,15,0.60000000000000009,1.2000000000000002,0.40000000000000013
Matchweek 7,7,0,1,0.6,5.4,0.8,2.6,20.8,0.4,14,8,-0.19999999999999996,-2,2
Matchweek 7,7,2,1,-1.6,-4.4,-2.8,-4,-175,-0.8,11,5,-1,-1,-0.8
Matchweek 7,7,0,1,-1,-7,-2.8,2.8,-275,-0.1,19,4,-1.4000000000000001,-1.5999999999999999,-2
Matchweek 7,7,2,1,1.6,1.6,3.2,0.4,65.4,0.5,1,16,1.6,1.6,0.60000000000000009
Matchweek 7,7,2,0,-0.6,3.8,-0.2,-5,171.6,-0.4,5,12,0,1.2,-0.39999999999999991
Matchweek 8,8,0,2,-2.4,-8.6,-4,-2.4,138.4,-0.9,11,5,-0.60000000000000009,0,-1
Matchweek 8,8,0,0,1,3,0.6,2.2,117.4,0.5,16,19,0.2,0.2,0.60000000000000009
Matchweek 8,8,4,1,1.8,4.6,3,-3.6,284.8,0.5,5,20,1.6,1.2,1
Matchweek 8,8,3,1,-0.4,-8.6,-3.4,0,-166.4,-1,8,14,-0.59999999999999987,-0.30000000000000004,-0.8
Matchweek 8,8,1,3,0.4,-1.4,0.2,5.2,-27.2,0,8,12,0.39999999999999991,1,-0.8
Matchweek 8,8,1,0,1,-5.8,0,2.4,-98.8,0.8,2,8,-0.19999999999999996,-0.8,0.40000000000000013
Matchweek 8,8,1,1,-1,0.4,-1.2,0,-10.8,-1.1,5,3,-0.39999999999999991,-0.20000000000000018,0.80000000000000027
Matchweek 8,8,2,0,1,4.2,2.2,2.4,134.2,-0.3,4,12,1,1.4,0.40000000000000013
Matchweek 8,8,0,1,-1.8,-5.2,-3,1.2,-154.4,-1.6,17,1,-1.6,-1.3,-1.6
Matchweek 8,8,1,0,1.2,-2.4,1,3.8,-146.2,0.3,14,18,0.59999999999999987,1,0.59999999999999987
Matchweek 9,9,1,2,2.2,5.8,4.6,-1.2,-135.4,0.9,6,16,1.4,1.4,0.20000000000000018
Matchweek 9,9,1,0,-1,-0.2,-1.4,-1.6,6.4,-0.3,17,10,-0.99999999999999989,-1,-0.19999999999999996
Matchweek 9,9,3,3,-0.8,2,-0.2,-6.8,-25.6,0.4,17,8,0,-1,-1
Matchweek 9,9,0,0,0.6,4.8,2,7,9,0.9,14,10,-0.39999999999999991,-1.4,0.8
Matchweek 9,9,2,0,0.6,6.2,2.4,-4.2,108.4,0.6,2,4,-0.19999999999999996,1.8,-1
Matchweek 9,9,1,0,1.4,3.4,1.8,-7.2,107.2,0.7,8,17,0.59999999999999987,-0.29999999999999993,1.8
Matchweek 9,9,0,1,-1.4,-5.4,-2.4,0,-266.8,-0.3,14,4,-0.80000000000000027,-0.8,-0.40000000000000013
Matchweek 9,9,0,1,-0.8,-3.4,-2,1,-6.8,-0.4,20,10,-1.2,-1.4000000000000001,-0.8
Matchweek 9,9,2,0,1.6,-0.8,0,7.2,-57.4,0.5,1,6,1.2,-0.39999999999999991,0.39999999999999991
Matchweek 9,9,1,2,-1.6,-2,-2.4,-7.8,-36.6,-0.3,10,3,-0.60000000000000009,0,-0.60000000000000009
Matchweek 10,10,1,2,-0.8,-3,-2,-1.2,-12.4,0.1,14,8,-0.59999999999999987,-0.19999999999999996,0
Matchweek 10,10,1,1,-1,-4.4,-3.4,4.6,-61.4,-1.3,16,2,-1.2000000000000002,-2.4,-0.20000000000000018
Matchweek 10,10,0,0,0.2,1.8,1.6,-4.6,164.8,-0.1,3,1,-0.79999999999999982,0,-1
Matchweek 10,10,0,2,0.6,3.2,2.2,1,53.4,0.4,14,11,0.59999999999999987,0.40000000000000013,0
Matchweek 10,10,0,1,0.4,-7.4,-0.6,2,-74.6,-0.7,11,11,-0.4,0.39999999999999991,0.30000000000000004
Matchweek 10,10,1,2,-0.2,-3.8,-0.6,5,-92.8,0,5,17,0.8,0.6,2.1999999999999997
Matchweek 10,10,5,0,0.6,6,3,-2.4,273.4,0.5,5,19,0.60000000000000009,2,1.2000000000000002
Matchweek 10,10,2,3,1,-2.2,-0.2,9.2,-63.2,-0.2,3,7,0.60000000000000009,2,-0.60000000000000009
Matchweek 10,10,1,0,-0.4,2.4,-0.2,0.8,32.6,-0.4,17,20,0.60000000000000009,0.3,0.8
Matchweek 10,10,2,1,-0.4,-5.4,-1.8,1.6,1.6,-0.3,8,10,0.19999999999999996,-0.19999999999999996,-1.2
Matchweek 11,11,2,0,0.4,8.6,2.8,-4.6,83.8,0.8,8,13,-0.79999999999999993,0,0.39999999999999991
Matchweek 11,11,1,2,-1.6,-3.6,-3,-6.6,-85.6,0.2,16,3,-1.4,-1.7999999999999998,-0.60000000000000009
Matchweek 11,11,1,1,-0.8,-2.2,-2.6,-6.6,-158.4,-0.2,19,12,0.60000000000000009,-0.79999999999999993,-0.39999999999999991
Matchweek 11,11,3,1,0.2,-7,-0.6,-5.6,43,-1.1,3,13,0.80000000000000027,0.60000000000000009,-0.19999999999999996
Matchweek 11,11,2,0,0.4,-1.2,0.4,-4,44,0.5,2,9,0.80000000000000027,1,-0.19999999999999996
Matchweek 11,11,2,0,0,3.8,1.8,-2.8,192.8,-0.3,5,17,0.20000000000000018,1.4,1.4000000000000001
Matchweek 11,11,1,2,-1,0.2,-0.4,1.4,-62.2,-0.4,20,5,-1.8,-1,-2.4
Matchweek 11,11,2,0,0.8,-1.8,0.4,0.8,-58.6,-0.1,1,15,1.8,0.19999999999999996,1.2000000000000002
Matchweek 11,11,1,4,-0.6,-1.4,-2.4,4,-32.4,-0.6,17,9,0,-0.60000000000000009,-0.39999999999999991
Matchweek 11,11,1,3,-0.2,-3.8,-1.2,0,-190.6,-0.5,9,7,0,1.6,-1.8
Matchweek 12,12,0,0,0,3.4,0,-0.2,138.6,0.3,14,19,-0.19999999999999996,0.6,0.99999999999999989
Matchweek 12,12,1,1,0,5,1.8,-1.8,95.4,0.2,11,1,-1.4000000000000001,-0.60000000000000009,-1.4000000000000001
Matchweek 12,12,1,0,-0.8,-3.4,-1,7.8,-66.6,-0.4,10,5,-2.2,-0.20000000000000018,-0.80000000000000027
Matchweek 12,12,1,1,-0.2,-2,-1.8,1.8,-132.2,0.1,17,2,-0.80000000000000027,-2.2,-0.39999999999999991
Matchweek 12,12,1,2,-0.4,3.2,-0.2,9.2,195.4,0.4,14,9,-1,-1,0.60000000000000009
Matchweek 12,12,3,0,0.6,1,1.2,1.4,94.8,0.4,4,16,0.8,0.6,1
Matchweek 12,12,0,0,0.2,-2,0,1.4,-90.4,-0.2,7,5,0.39999999999999991,-1.2,1
Matchweek 12,12,2,1,0.4,-2.4,-0.2,-3.4,-67.8,0.3,11,18,0.6,0.19999999999999996,1
Matchweek 12,12,3,0,2,3.8,1.8,5.8,118.6,0.1,2,20,2.4,1.6,2
Matchweek 12,12,0,1,-0.8,-4.4,-1.2,5.2,-47.2,-0.9,13,7,0,0.19999999999999996,0
Matchweek 13,13,1,2,-2,-0.4,-2.4,-10.6,-28,-0.1,15,1,-2,-1,-1.2000000000000002
Matchweek 13,13,0,0,1,7.2,2.2,-4.6,114,1.1,7,18,0.60000000000000009,0.6,1.2000000000000002
Matchweek 13,13,0,0,0.4,-1.8,0.8,-6,-36.4,0.1,17,16,0,0.4,0
Matchweek 13,13,5,2,0,6.4,1,9,211.4,1,13,13,-0.39999999999999991,-0.79999999999999993,0.8
Matchweek 13,13,0,2,0.2,2.2,-1.4,-3,115.4,0.3,5,9,0.8,-0.19999999999999996,1.4
Matchweek 13,13,2,1,0.2,2.8,2,-2,138.4,0.8,1,3,-0.40000000000000013,1,-1.0000000000000002
Matchweek 13,13,1,0,1,2.4,0.4,-4.6,210,1,4,18,1,1,1
Matchweek 13,13,2,3,-1.6,-5.4,-2.2,0.6,-196.8,-0.7,20,5,-2.6,-0.60000000000000009,-2.6
Matchweek 13,13,1,1,-0.2,0.8,0.2,-1.6,-36.2,0.2,10,12,1,0.60000000000000009,0
Matchweek 13,13,2,1,-1,-1.8,0,0.4,-169.8,-0.6,11,7,-1.4,-0.20000000000000018,0.19999999999999996
Matchweek 14,14,1,1,0.2,-0.2,-0.2,1.8,47.8,0.2,16,20,1,0.39999999999999997,0.8
Matchweek 14,14,2,1,-0.6,-5,-2.8,0,-78.8,-0.2,17,12,0,-0.59999999999999987,-0.6
Matchweek 14,14,3,0,-0.4,0.2,-0.2,2,175.2,0.3,7,10,-0.60000000000000009,0.20000000000000018,-0.19999999999999996
Matchweek 14,14,0,8,-0.4,0,-3,1.4,-162,-0.2,13,1,-1.2000000000000002,-2,0.39999999999999991
Matchweek 14,14,1,1,1,-1,2.8,4.2,-85.8,0.5,9,15,1.2000000000000002,0.59999999999999987,0.19999999999999996
Matchweek 14,14,6,2,0.4,-4.2,-0.2,-2.4,19.6,-0.3,4,14,1.2000000000000002,0.6,0.8
Matchweek 14,14,1,0,0,0.6,-0.6,-2.2,-48.4,-0.7,10,18,0,0.8,0.19999999999999996
Matchweek 14,14,0,1,0.6,-5.2,0,8,-113.4,-0.5,2,2,0.39999999999999991,0.39999999999999991,1.4000000000000001
Matchweek 14,14,0,1,0,-6.6,-1,1,-239.4,-0.7,4,4,0.40000000000000013,1.4000000000000001,-0.19999999999999973
Matchweek 14,14,0,3,-0.4,-6.8,-1.2,6.6,-87.8,-1.2,19,7,-0.79999999999999993,-0.19999999999999996,-1.7999999999999998
Matchweek 15,15,3,1,-0.8,-0.4,-1.8,-2.4,27.4,-0.6,14,8,-0.99999999999999989,-2,-0.59999999999999987
Matchweek 15,15,3,0,0.2,5.8,1.6,-6.2,68,1,5,14,1,-0.19999999999999996,1
Matchweek 15,15,0,0,-1.2,-4,-1,-6.6,-212.2,0.1,17,4,-0.8,-1.2,-1.8
Matchweek 15,15,1,0,1.4,8.4,3,4.2,226.6,1,11,17,0,0,1
Matchweek 15,15,1,2,-1.6,-1.4,-3.4,-0.4,62.4,-0.6,7,3,-0.8,0.19999999999999996,-0.60000000000000009
Matchweek 15,15,1,1,2.2,3.2,3.4,1,285.8,0.9,1,19,1.6,2,0.20000000000000007
Matchweek 15,15,2,0,0.4,5,0.4,-2,286.4,0.7,2,11,0.8,0.8,0.39999999999999991
Matchweek 15,15,0,1,-0.2,-2.2,-2,0.4,-93.6,-0.2,20,8,-1.4000000000000001,-1.2,-1
Matchweek 15,15,2,2,0.6,-0.2,0.2,-4.6,-64.4,-0.7,10,16,0.79999999999999993,1,0.8
Matchweek 15,15,1,1,0.2,4.4,1.2,-2,38.2,0.3,11,5,0.19999999999999996,-1.2000000000000002,-0.40000000000000013
Matchweek 16,16,0,1,-0.2,-0.4,0,3.2,-46.4,0.1,17,12,-0.4,0.39999999999999997,0
Matchweek 16,16,1,0,-0.2,2.8,1.6,-2.2,23.4,0.4,16,20,1,1.2,0.60000000000000009
Matchweek 16,16,1,1,-0.2,-3.8,-1.2,4.4,75.8,-0.4,8,5,-1.4000000000000001,1.4000000000000001,-1
Matchweek 16,16,1,1,-0.2,-1.6,1,-3.4,-123.8,-0.2,15,7,-0.8,-0.19999999999999996,-1
Matchweek 16,16,1,3,0,-4.6,-0.8,2.8,-265.2,-0.8,9,1,-0.39999999999999991,-1.6,-0.60000000000000009
Matchweek 16,16,1,0,2,2.6,2.2,1.8,42.4,1.1,2,14,1.8,0.20000000000000018,1.8
Matchweek 16,16,0,0,-1.8,-4.6,-2.8,-4.6,-332.2,-0.8,12,2,-1.0000000000000002,-1.2,-0.59999999999999987
Matchweek 16,16,0,0,0.2,-1.8,-0.2,7.6,130,0,4,11,1,0.19999999999999996,1.4000000000000001
Matchweek 16,16,1,1,0.8,-0.6,0.2,5.8,41,-0.2,5,18,0.4,1.2,0.8
Matchweek 16,16,0,4,-1.4,-7.8,-2.8,-3.4,-174.8,-1.2,19,10,-1,0,-0.6
Matchweek 17,17,3,2,-0.2,0.8,-1.2,0.2,30,0.4,16,15,-0.20000000000000007,-0.79999999999999993,0.4
Matchweek 17,17,1,1,0.2,-2.4,0.2,1.4,-87.4,0,17,18,0.8,0.8,0
Matchweek 17,17,1,3,-0.2,-1,-1.4,4.8,-120,0.1,8,1,-1.8,-0.39999999999999991,-0.60000000000000009
Matchweek 17,17,2,0,0,1.8,1,-1,33.2,0,13,20,0.39999999999999997,0.8,1.2
Matchweek 17,17,0,1,0.2,-3,-0.2,-2.2,-32.4,0.2,9,9,0.8,-0.8,-0.39999999999999991
Matchweek 17,17,2,1,0.8,-3.2,0.6,6.8,99.6,-0.2,2,7,0.39999999999999991,1.2,1
Matchweek 17,17,1,2,-0.2,-4.6,0.6,-6.8,-197.8,-0.5,14,6,0,0.8,-1.2
Matchweek 17,17,1,0,-1.4,-3.4,-1.8,8.4,-146.6,-0.8,3,3,-0.19999999999999996,-1.6,1.2000000000000002
Matchweek 17,17,3,0,-1.8,-5.4,-1.8,3.6,-107,-0.7,5,12,-1.2000000000000002,1.2,0.40000000000000013
Matchweek 17,17,0,4,-0.8,-7.6,-2.2,1.6,-213,-1,19,11,-1.4000000000000001,0.39999999999999997,-1
Matchweek 18,18,0,0,1.2,6.2,1.8,-4.6,112.2,1.1,12,13,1,-0.19999999999999996,0.8
Matchweek 18,18,0,2,0.4,6.8,2.2,-5.6,-15.8,0.6,7,3,0.60000000000000009,-0.60000000000000009,0.8
Matchweek 18,18,1,2,-2.4,-4.4,-4,-4.2,-49.8,-1.2,18,2,-2.2,-0.60000000000000009,-2.2
Matchweek 18,18,3,0,1.8,7.6,2.2,-6.4,37.8,1,10,5,0.19999999999999996,0,-1.4000000000000001
Matchweek 18,18,2,0,-0.4,0,-1.4,5,-20.2,-0.5,4,10,0.59999999999999987,-1.0000000000000002,0.8
Matchweek 18,18,0,1,1.4,6.6,1.2,-0.4,372.6,0.5,5,16,0,0.60000000000000009,0.79999999999999993
Matchweek 18,18,1,0,0.8,3.6,2.6,-3,158,0.5,1,17,1.8,2,1
Matchweek 18,18,1,0,-0.2,-0.6,0,3.6,87.8,0.1,20,14,-0.60000000000000009,-2,-0.39999999999999997
Matchweek 18,18,2,1,0.6,4.6,1,3.6,157,0.4,8,19,1,1,1.2
Matchweek 18,18,1,2,0.2,3.2,1,1.4,58.6,0,15,8,-0.59999999999999987,0.59999999999999987,-1
Matchweek 19,19,3,0,1.4,6.4,2.6,-0.2,246.8,1.2,11,14,1.4000000000000001,-1,1
Matchweek 19,19,0,0,0.6,7.6,2.8,3.8,-28.8,1.2,8,9,0,0.59999999999999987,-0.20000000000000018
Matchweek 19,19,0,1,-0.6,0,-0.6,-3.6,-128.2,-0.6,18,9,-0.20000000000000007,-1.4000000000000001,0.20000000000000007
Matchweek 19,19,0,1,0.8,2.2,2.2,2,32.6,0.2,12,16,0.8,1.4,0.19999999999999996
Matchweek 19,19,2,0,1.2,3,-0.2,-5,5.2,0.8,4,6,1,-0.19999999999999996,0
Matchweek 19,19,0,0,-0.8,1.6,-2.4,-4.8,161.8,-0.4,5,2,-2,0,-1.6
Matchweek 19,19,4,0,1.4,5.2,2.6,-3.2,248,1.3,1,13,2,2,1
Matchweek 19,19,1,3,-1,-2.2,-1.8,-3,-2.6,-0.6,20,3,-0.8,-1.4,-1
Matchweek 19,19,1,0,0,1.6,-0.2,2.6,107.2,-0.1,7,17,-0.39999999999999991,-0.39999999999999991,0.39999999999999991
Matchweek 19,19,2,3,0.6,6.6,1.8,0.6,209.4,0.5,15,19,0,0.20000000000000007,0.39999999999999997
Matchweek 20,20,0,0,0.6,-2.6,-0.6,1.8,27,0.2,17,18,0.79999999999999993,0.19999999999999996,0
Matchweek 20,20,3,2,-0.4,-5,-0.4,-5.6,-40.4,-0.5,14,9,0.39999999999999991,0.80000000000000027,-0.39999999999999991
Matchweek 20,20,0,0,-0.4,0,-1,0.2,75,0.5,9,14,0.60000000000000009,0.8,0
Matchweek 20,20,2,3,-0.6,-3.8,-1.6,5,-47.2,-0.9,13,6,-1.2000000000000002,-0.60000000000000009,-1
Matchweek 20,20,1,1,-0.8,-3.8,-0.4,-5.6,-37,-0.7,9,3,-0.60000000000000009,-0.39999999999999991,0.20000000000000018
Matchweek 20,20,1,2,1,1.2,2.2,0.2,-4.6,0.7,2,20,2,2,2.8
Matchweek 20,20,1,2,-1.4,-5.2,-2.6,-3.2,-241,-0.8,14,12,-1.6,-0.60000000000000009,-0.6
Matchweek 20,20,1,3,-2,-7.4,-3,6.6,-100.4,-1.4,7,8,-1.6,0.39999999999999991,0.39999999999999991
Matchweek 20,20,1,3,1.8,-4.6,1.2,6.8,-177,0.4,3,5,1.6,0,0
Matchweek 20,20,0,5,-1.6,-7.6,-3.6,3.4,-354,-0.9,19,1,-2.2,-2.4,-1.8
Matchweek 21,21,0,0,1,1.2,1,-4.2,0.6,0.5,10,2,0.60000000000000009,-1,-1
Matchweek 21,21,1,0,-1.2,-1.8,-1.6,0.8,-81,-0.4,15,4,-0.60000000000000009,-1,-0.60000000000000009
Matchweek 21,21,2,0,-0.6,4,0.8,3,306.6,0.3,7,16,-1,-0.60000000000000009,-0.4
Matchweek 21,21,1,0,0,-5,-1.4,5.6,-62.6,-0.5,13,16,0.8,0.19999999999999996,0.8
Matchweek 21,21,0,2,0.4,-1.6,0.2,-1,89.8,0.1,12,14,0.8,-0.39999999999999991,2.2
Matchweek 21,21,1,3,-0.2,1.8,-0.2,2,-35.8,0.5,4,10,0.40000000000000013,-0.19999999999999996,0.8
Matchweek 21,21,1,0,2.4,5.6,3.2,-3.4,165.8,0.8,1,20,1.8,2.4,1.2
Matchweek 21,21,0,2,-0.4,-2.2,0,2,40.4,-0.3,7,7,0.4,0,0.60000000000000009
Matchweek 21,21,2,2,0.2,-6,-1.2,1.8,-124.2,0.1,19,18,0,-0.8,-0.39999999999999997
Matchweek 21,21,1,2,0.8,-3.4,0.6,1.8,-169.2,0.3,6,3,1.6,-0.39999999999999991,0.39999999999999991
Matchweek 22,22,1,3,-0.6,0.2,0,3,25.8,-0.6,8,6,-1.5999999999999999,0,-0.60000000000000009
Matchweek 22,22,0,2,-1.8,-7.2,-3,1.4,-287.2,-1.2,17,1,-1.6,-0.79999999999999982,-1.6
Matchweek 22,22,0,2,-0.8,-2.4,-1.2,-4.6,-16,-0.5,18,3,-1.4,-1.2000000000000002,-1.6
Matchweek 22,22,1,2,1,0.8,1.4,6.8,26,0.5,11,8,0.8,0.8,-1.0000000000000002
Matchweek 22,22,0,1,0,6,1.4,-7.6,186.6,0.3,4,14,-0.60000000000000009,0.60000000000000009,0.60000000000000009
Matchweek 22,22,8,0,0.6,1.2,0.8,-2.4,92.8,0.4,2,8,1,0.60000000000000009,1.2000000000000002
Matchweek 22,22,1,2,-0.2,2.8,0.6,-3.4,-108.4,0.2,15,13,-0.79999999999999993,0.39999999999999991,-1
Matchweek 22,22,2,1,-0.4,2.8,0.4,-0.2,88.8,-0.1,20,19,0.39999999999999991,0.6,0
Matchweek 22,22,0,1,1,-1.8,-0.8,1.6,-179.4,0.3,5,7,0.40000000000000013,-0.20000000000000018,1
Matchweek 22,22,2,1,-1,-5,-2.6,0.4,-81.4,-1,15,11,-2,-0.8,-1.8
Matchweek 23,23,1,0,-0.4,-1.2,-0.2,1.4,-42,-0.2,8,12,-0.8,-0.60000000000000009,-0.60000000000000009
Matchweek 23,23,1,1,0.2,-5.8,-1,-2,-82.8,-0.7,17,14,-0.8,1,-0.60000000000000009
Matchweek 23,23,0,0,-1.4,-3.6,-1.6,2.8,38.4,-1,18,7,-2,-1.2000000000000002,-1.4
Matchweek 23,23,2,0,0.8,2.8,2.8,4.4,57,0.5,9,13,0.40000000000000013,0.8,0.19999999999999996
Matchweek 23,23,1,4,-1.6,2.6,-1.6,-0.2,-71,0,5,1,-1.6,-2,-1.4
Matchweek 23,23,3,3,1.2,5.4,2,3.6,209,1.2,2,10,0,1.4,0
Matchweek 23,23,4,3,0.6,1.4,-0.4,-6,-65.6,0,14,11,0.6,-0.59999999999999987,-0.8
Matchweek 23,23,0,2,0.4,-3,-0.8,0.6,-255.4,-0.1,20,6,-0.19999999999999996,-0.40000000000000013,-0.39999999999999991
Matchweek 23,23,2,0,-0.2,1.2,0.4,-2.8,199.2,-0.5,4,19,0.39999999999999991,0.8,0.8
Matchweek 23,23,0,0,-0.6,-3,-2,-5.4,51.8,-0.5,16,3,-1.2,-0.40000000000000013,-2
Matchweek 24,24,4,2,-0.2,2.4,-1,-6.6,-46.8,0.2,9,9,-0.40000000000000013,-0.19999999999999996,0.19999999999999996
Matchweek 24,24,0,0,-0.4,-1,-2.4,1,-77.2,0.1,14,8,0.80000000000000027,0.60000000000000009,0.20000000000000018
Matchweek 24,24,2,0,-0.4,0.4,0,0.2,353.8,0.1,4,16,1.4000000000000001,0.8,0.6
Matchweek 24,24,0,3,0.2,-2,-0.6,-0.6,69.2,0,13,17,0.39999999999999991,-0.60000000000000009,0.19999999999999996
Matchweek 24,24,0,2,0.8,-3.2,1,-1.8,-121.4,0.1,11,18,0.6,0,1.8
Matchweek 24,24,3,1,0,3.2,1.8,5.6,-95.4,-0.1,3,7,0.20000000000000018,0.19999999999999996,0.20000000000000018
Matchweek 24,24,3,0,2,2.6,1.8,-2.4,98.2,1.3,1,5,1.8,2.2,1.6
Matchweek 24,24,1,2,0,1.4,0.6,4.4,13.2,0.2,12,14,-1,-0.59999999999999987,0.60000000000000009
Matchweek 24,24,1,1,-1.2,-8.6,-3.4,4.2,-287,-0.7,19,2,-0.39999999999999991,-2.1999999999999997,-1.4000000000000001
Matchweek 24,24,3,0,0.6,4.4,0.8,-4.4,2.6,1,5,20,0.8,0.40000000000000013,1.2
Matchweek 25,25,0,1,-1.4,0.6,-2,-0.6,-170.8,-0.9,12,1,-1.6,-0.79999999999999982,-1
Matchweek 25,25,1,2,-0.2,-2,0,-5,-57.6,-0.2,8,3,-0.20000000000000018,0.19999999999999996,-0.40000000000000013
Matchweek 25,25,1,2,-0.4,7.4,1.8,0.2,-16.2,0.8,15,13,0.60000000000000009,0.20000000000000018,0.8
Matchweek 25,25,0,0,0.6,4,0.6,-3.4,4.4,-0.2,17,19,0.99999999999999989,1.4000000000000001,0
Matchweek 25,25,1,0,0,5.8,-0.6,-3.4,160.2,0.7,18,20,0,-0.79999999999999993,0.20000000000000007
Matchweek 25,25,0,2,0.2,3.2,0.4,-0.6,170.6,0.7,7,8,0.19999999999999996,0,-0.20000000000000018
Matchweek 25,25,3,1,1,0.4,1.6,-1.6,301,0.7,2,16,0,1.2,1.6
Matchweek 25,25,2,1,-0.4,-2,0.2,5.8,-195.2,-0.2,10,5,-2.6,-0.8,-1
Matchweek 25,25,2,1,1.4,5.4,2,-2.8,-131.8,1.1,4,6,1.4,1.2,0.60000000000000009
Matchweek 25,25,0,0,-1.2,-3.4,-2.6,-4.4,-62,-0.5,14,10,-0.19999999999999996,-0.8,-1.6
Matchweek 26,26,0,0,-1.4,-1.4,-3.2,4.6,24.8,-0.5,6,2,0.59999999999999987,-0.39999999999999991,0
Matchweek 26,26,0,0,0,-6.4,-1,3,-201.6,-1,13,18,0.19999999999999996,0.99999999999999989,-0.59999999999999987
Matchweek 26,26,1,0,0.2,-1.8,0.6,-3.6,-48.4,0,8,11,0.79999999999999993,-0.60000000000000009,2
Matchweek 26,26,0,1,0.6,3.2,2.4,2.4,84.8,0.6,11,8,0,0.40000000000000013,0.8
Matchweek 26,26,1,3,0.6,1.6,3,8,-4.2,0.3,3,10,1.2,-0.40000000000000013,0
Matchweek 26,26,2,1,0.4,0.2,-0.2,-2.8,219.4,0.8,1,4,1,1,0.79999999999999982
Matchweek 26,26,1,1,0.8,2,1,1,-109,0.2,15,14,-0.40000000000000013,-0.19999999999999996,-0.20000000000000007
Matchweek 26,26,0,1,-0.4,-4,0.2,2.2,-213.2,-0.7,20,6,0,0.79999999999999993,-0.79999999999999993
Matchweek 26,26,4,0,-0.2,2,1.4,1.8,168.4,-0.1,4,17,-0.4,-0.20000000000000018,0.19999999999999996
Matchweek 26,26,1,0,0,-10.8,-1.8,7.8,-157.2,-0.3,19,15,-1,-1.2000000000000002,-0.8
Matchweek 27,27,0,0,-0.2,-2,0,1,-37,-0.2,8,14,-0.40000000000000013,-0.19999999999999996,0
Matchweek 27,27,1,2,-1,6,0.4,-6.8,47.8,0.8,16,3,-1,-0.19999999999999996,-0.60000000000000009
Matchweek 27,27,1,1,-0.8,0.2,0.2,4.4,-100.6,-0.4,17,10,-0.19999999999999996,-1.0000000000000002,-0.60000000000000009
Matchweek 27,27,1,0,-0.4,5.2,-0.8,0.8,250.2,0.3,6,9,0,1.4000000000000001,-0.40000000000000013
Matchweek 27,27,0,1,0,-3.2,0.8,1.2,8.6,0,7,18,-1,-0.2,0
Matchweek 27,27,0,2,-0.6,-3.4,-2.4,-1,-74.8,0.1,1,2,1.2,1,1.6
Matchweek 27,27,0,2,-0.8,0.4,1,-3.2,-11.6,0,20,10,0,0.39999999999999991,0.6
Matchweek 27,27,4,1,0.6,6,2.2,-0.4,179.4,0.7,4,13,-0.19999999999999996,0.40000000000000013,0
Matchweek 27,27,0,0,-0.8,-6.4,-2.8,1.8,-72.8,0.1,19,15,0.19999999999999996,0.19999999999999996,0.20000000000000007
Matchweek 27,27,2,0,0.8,-4,-0.8,-3,-188.6,0.3,4,12,1.2,0.59999999999999987,0.80000000000000027
Matchweek 28,28,2,1,-0.6,-1.8,-2.4,-9.8,-79.6,0.2,8,5,-0.40000000000000013,-0.19999999999999996,0.60000000000000009
Matchweek 28,28,1,0,0.2,-2.4,-0.8,-1.2,5,-0.9,13,19,-0.39999999999999991,0.39999999999999991,0.59999999999999987
Matchweek 28,28,1,2,0.2,-5.2,-1.6,3.2,-43.2,-0.1,10,17,0.19999999999999996,-0.39999999999999991,1.0000000000000002
Matchweek 28,28,0,3,-1.2,3.2,-0.8,0,40,0,18,1,-0.19999999999999973,-2.2,-1.6
